HOTRAZONSOCIAL,HOTLOCALIDAD,ANIO,MES,DIAS,Importe,CARGO
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2022,2,4,83160,1733
HOTEL DEL SOL,C.A.B.A.,2023,7,3,39375,4616
DESIGN BUENOS AIRES,C.A.B.A.,2022,12,1,14607,4616
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2023,10,2,27000,4616
DESIGN BUENOS AIRES,C.A.B.A.,2023,7,7,126352,1313
HOSTAL DEL SOL,SAN BERNARDO,2023,5,2,27564,1721
HOSTAL DEL SOL,SAN BERNARDO,2023,1,6,165713,1721
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2022,6,6,41850,1721
SAVOIA - OSTENDE,OSTENDE,2020,1,13,59150,1721
SAVOIA - OSTENDE,OSTENDE,2020,1,13,63375,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,8,4,29148,1732
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,4,4,23716,1732
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,3,1,9193,1732
CABAÑAS COIRÓN,VILLA GESELL,2022,2,6,61713,1732
CABAÑAS COIRÓN,VILLA GESELL,2022,3,1,5250,1732
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2023,7,4,66000,1732
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2023,6,8,195225,1190
LOS YÁMANAS,USHUAIA,2023,3,3,109148,1190
HOTEL PROVIDENCIA,GUAYMALLEN - MENDOZA,2021,10,7,29145,66,1190
CABAÑAS COIRÓN,VILLA GESELL,2021,2,5,37187,5,1190
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,7,4,123420,1732
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,7,5,189883,1333
TRONADOR,MAR DEL PLATA,2022,12,5,57120,1712
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2021,11,1,6615,1732
ALEJANDRO I,SALTA,2022,8,2,29730,1732
CASEROS 248,CORDOBA,2022,10,3,34590,1732
DESIGN SALTA,SALTA,2023,4,3,78899,1732
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2023,7,3,50400,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2022,11,2,25793,1733
DESIGN BUENOS AIRES,C.A.B.A.,2022,11,1,13028,1360
DESIGN BUENOS AIRES,C.A.B.A.,2022,8,3,40062,1360
TRONADOR,MAR DEL PLATA,2021,2,3,21600,1360
CABAÑAS PUERTO HAMLET,CARILÓ,2023,2,7,224868,1371
DESIGN BUENOS AIRES,C.A.B.A.,2023,7,6,186710,1371
HOTEL DEL SOL,C.A.B.A.,2023,10,1,5888,1371
HOTEL DEL SOL,C.A.B.A.,2023,10,1,18000,1371
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,1,5,415800,1732
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,3,7,25606,1732
ALEJANDRO I,SALTA,2021,9,3,22864,65,1732
DESIGN CALAFATE,CALAFATE,2020,1,3,18477,1732
LOS YÁMANAS,USHUAIA,2020,1,4,29348,1732
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2024,2,7,388238,1732
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2021,10,4,35276,3712
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2020,4,4,16628,1732
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,9,4,149072,4613
RIVIERA TOWER SUITES,VILLA CARLOS PAZ,2020,1,7,29036,1340
SAVOIA - OSTENDE,OSTENDE,2021,2,3,41400,1340
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,1,5,21855,1340
PREMIUM TOWER SAN LUIS,CIUDAD SAN LUIS,2022,7,6,146727,1340
VALERIA,VALERIA DEL MAR,2022,4,3,60975,1340
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,10,3,104175,1340
SAVOIA - OSTENDE,OSTENDE,2020,3,5,14025,1732
PARADISO PLAYA,VALERIA DEL MAR,2023,1,7,313007,4420
CABAÑAS PUERTO HAMLET,CARILÓ,2022,10,3,89348,4512
CABAÑAS PUERTO HAMLET,CARILÓ,2023,1,3,144611,4512
CABAÑAS PUERTO HAMLET,CARILÓ,2023,1,3,144611,4512
CABAÑAS PUERTO HAMLET,CARILÓ,2023,2,4,192814,4512
CABAÑAS PUERTO HAMLET,CARILÓ,2023,10,2,59993,1732
DAZZLER,PUERTO MADRYN,2021,9,4,30208,1732
BAHÍA MONTAÑA RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2021,3,3,22080,1340
HOTEL CHAMONIX,SAN CARLOS DE BARILOCHE,2021,3,6,51966,1340
HOTEL CHAMONIX,SAN CARLOS DE BARILOCHE,2021,3,2,17322,1340
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2021,3,4,32040,1340
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2021,12,4,22520,1314
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2022,1,7,111748,1314
DAZZLER,PUERTO MADRYN,2022,1,3,33859,9,1732
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2021,8,3,61812,1732
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2021,2,3,20847,1732
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2021,2,3,26700,1732
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2021,2,1,8900,1732
RESIDENCIA PARQUE BONITO,VILLA GESELL,2020,2,4,16116,1732
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,2,6,75192,1732
HOTEL HUAICO,SALTA,2022,11,10,109500,1732
DAZZLER,PUERTO MADRYN,2023,11,3,110243,1732
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,6,3,20331,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,9,1,29040,1721
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,11,3,77220,1732
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,10,7,355590,1171
DESIGN CALAFATE,CALAFATE,2022,2,3,45194,4615
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,4,5,40956,1733
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,12,3,46103,1733
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,9,2,56970,1732
AMÉRIAN - TUCUMÁN,SAN MIGUEL DE TUCUMÁN,2023,8,8,172613,1174
ALEJANDRO I,SALTA,2023,7,153,1,1180
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,6,1,6553,1180
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,7,1,8191,1180
PINARES PANORAMA SUITES & SPA,VILLA CARLOS PAZ,2020,2,3,21096,1180
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,5,3,16200,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,5,1,5400,1721
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2023,10,5,422044,1180
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2022,11,6,83768,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,4,2,9983,1372
TRONADOR,MAR DEL PLATA,2023,8,2,31200,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,4,2,29730,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,9,4,66538,1372
TRONADOR,MAR DEL PLATA,2022,12,4,48000,1372
DESIGN BUENOS AIRES,C.A.B.A.,2023,3,1,14865,1732
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2023,2,5,170373,1160
LOS YÁMANAS,USHUAIA,2022,6,4,81807,1160
PARADISO PLAYA,VALERIA DEL MAR,2021,12,2,53088,1160
PARADISO PLAYA,VALERIA DEL MAR,2022,1,2,52390,4,1160
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,4,3,30867,1160
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2021,3,4,37200,1160
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2021,3,1,9017,1160
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2021,3,5,45085,1160
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2023,2,11,307889,1371
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2022,6,8,156282,1372
SAVOIA - OSTENDE,OSTENDE,2022,1,14,165375,1372
SAVOIA - OSTENDE,OSTENDE,2023,1,3,133875,1372
SAVOIA - OSTENDE,OSTENDE,2023,2,9,401625,1372
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2022,9,4,80136,1712
BAHÍA MONTAÑA RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,9,4,60480,1712
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,5,10,43841,1372
HOTEL PROVIDENCIA,GUAYMALLEN - MENDOZA,2023,4,4,28200,1732
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,5,4,84059,1732
PARADISO PLAYA,VALERIA DEL MAR,2021,2,5,44990,1732
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,4,7,84609,1732
DESIGN BUENOS AIRES,C.A.B.A.,2023,8,1,14865,1732
DESIGN BUENOS AIRES,C.A.B.A.,2023,9,2,29730,1732
TRONADOR,MAR DEL PLATA,2020,1,3,11340,1722
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2021,10,5,39840,1372
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2021,10,3,15109,1372
TRONADOR,MAR DEL PLATA,2022,1,4,30000,1372
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,4,4,29892,1372
PINARES PANORAMA SUITES & SPA,VILLA CARLOS PAZ,2020,1,7,37012,5,1721
DESIGN BUENOS AIRES,C.A.B.A.,2022,8,2,17152,1721
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,1,2,24640,1732
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2020,1,2,7938,1732
TRONADOR,MAR DEL PLATA,2023,7,2,50400,1733
HOTEL DEL SOL,C.A.B.A.,2022,10,2,7650,1722
HOTEL DEL SOL,C.A.B.A.,2022,9,2,6300,1722
RESIDENCIA PARQUE BONITO,VILLA GESELL,2020,2,8,30088,1711
DESIGN BUENOS AIRES,C.A.B.A.,2022,11,1,12983,1721
TRONADOR,MAR DEL PLATA,2023,2,3,88200,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2020,1,7,21063,1340
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,1,3,12354,1721
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2022,6,4,35445,1732
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,7,7,151200,1190
BAHÍA MONTAÑA RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2023,8,3,156240,1732
BAHÍA MONTAÑA RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2023,9,3,156240,1732
PARADISO PLAYA,VALERIA DEL MAR,2024,1,11,1878800,1732
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,10,2,87615,1721
DAZZLER,PUERTO MADRYN,2021,8,2,13484,1371
DESIGN SALTA,SALTA,2021,9,1,5294,1371
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2023,8,3,103500,1733
PARADISO PLAYA,VALERIA DEL MAR,2023,2,6,471510,1733
CABAÑAS PUERTO HAMLET,CARILÓ,2022,2,7,181414,33,1733
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,5,5,76182,1722
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,1,5,38995,1721
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,2,2,12874,1721
TRONADOR,MAR DEL PLATA,2022,2,5,42000,1732
PARADISO PLAYA,VALERIA DEL MAR,2022,4,3,40552,1372
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2022,4,5,86075,1733
BAHÍA MONTAÑA RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2023,1,7,323400,1732
HOTEL CHAMONIX,SAN CARLOS DE BARILOCHE,2023,8,3,121725,1732
DESIGN CALAFATE,CALAFATE,2020,4,4,18524,1721
DESIGN CALAFATE,CALAFATE,2020,3,4,26532,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,11,3,35484,1721
DESIGN BUENOS AIRES,C.A.B.A.,2022,11,2,22897,1732
DESIGN BUENOS AIRES,C.A.B.A.,2023,6,4,66538,1732
DESIGN BUENOS AIRES,C.A.B.A.,2023,6,4,66538,1732
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,8,2,50820,1732
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,8,5,127050,1721
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,2,9,286302,1732
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2021,3,3,15111,1732
PREMIUM TOWER SAN LUIS,CIUDAD SAN LUIS,2021,4,3,10602,1733
ALTOS DE MERLO,VILLA DE MERLO,2022,4,3,88200,1733
DESIGN BUENOS AIRES,C.A.B.A.,2022,3,2,12705,1732
DESIGN BUENOS AIRES,C.A.B.A.,2022,3,2,12368,1732
DESIGN BUENOS AIRES,C.A.B.A.,2022,12,2,19739,1732
LOS YÁMANAS,USHUAIA,2022,11,5,114575,1732
ALEJANDRO I,SALTA,2020,2,7,22409,1732
LOS YÁMANAS,USHUAIA,2022,8,5,112482,1732
LOS YÁMANAS,USHUAIA,2022,5,5,102259,1732
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2024,1,6,330591,1732
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2024,1,1,76875,1732
CABAÑAS PUERTO HAMLET,CARILÓ,2022,10,3,54934,1732
TRONADOR,MAR DEL PLATA,2020,1,6,24480,1732
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,7,5,108000,1156
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,11,6,68004,1732
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2023,5,5,122016,1732
PARADISO PLAYA,VALERIA DEL MAR,2021,8,4,14596,1733
DESIGN SALTA,SALTA,2021,2,6,36324,1372
DESIGN CALAFATE,CALAFATE,2022,5,7,35574,1722
LOS YÁMANAS,USHUAIA,2023,3,7,218295,1722
HOTEL DEL SOL,C.A.B.A.,2022,10,4,29334,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,2,11,71478,1721
DESIGN BUENOS AIRES,C.A.B.A.,2022,7,2,16789,1721
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,2,8,28896,1721
PARADISO PLAYA,VALERIA DEL MAR,2020,12,3,34929,1721
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,1,6,25518,1721
HOTEL CHAMONIX,SAN CARLOS DE BARILOCHE,2021,2,2,17322,1721
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2020,4,7,17850,1721
VALERIA,VALERIA DEL MAR,2020,4,3,20082,1722
PARADISO PLAYA,VALERIA DEL MAR,2020,4,3,20082,1722
HOSTAL DEL SOL,SAN BERNARDO,2021,4,3,21803,4,1722
HOSTAL DEL SOL,SAN BERNARDO,2022,2,7,51503,1722
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,7,7,363917,1722
DESIGN BUENOS AIRES,C.A.B.A.,2023,10,6,475757,1732
TRONADOR,MAR DEL PLATA,2022,1,4,38080,1732
ALEJANDRO I,SALTA,2021,9,7,45773,1732
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2023,1,5,162000,1732
HOTEL DEL SOL,C.A.B.A.,2023,6,2,9900,1732
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,11,2,26460,1190
PARADISO PLAYA,VALERIA DEL MAR,2022,12,3,100383,1190
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2021,12,6,30222,1190
DESIGN CALAFATE,CALAFATE,2020,3,3,23670,1190
ALEJANDRO I,SALTA,2022,5,2,18495,1190
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2020,12,4,14632,1313
HOSTAL DEL SOL,SAN BERNARDO,2021,10,3,13872,1360
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,10,5,73150,1360
DESIGN BUENOS AIRES,C.A.B.A.,2022,10,1,17531,1372
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2021,11,7,29589,1732
CABAÑAS PUERTO HAMLET,CARILÓ,2022,1,3,45276,1732
CABAÑAS PUERTO HAMLET,CARILÓ,2022,2,5,73185,1732
PARADISO PLAYA,VALERIA DEL MAR,2022,1,3,46713,1732
DESIGN CALAFATE,CALAFATE,2023,11,2,129483,1732
TRONADOR,MAR DEL PLATA,2022,10,3,39600,1732
ALTOS DE MERLO,VILLA DE MERLO,2020,2,4,16320,1721
DESIGN CALAFATE,CALAFATE,2021,11,2,20328,1732
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,10,1,8985,1732
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,2,4,25156,1733
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2021,3,4,22140,1733
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,4,3,4528,5,1721
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2021,4,3,21600,1721
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,2,10,199500,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,8,4,79403,1733
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,9,1,26467,1733
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2022,4,4,36772,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,9,3,98010,1732
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2023,1,8,96154,1732
LOS YÁMANAS,USHUAIA,2022,9,4,95531,2712
DESIGN CALAFATE,CALAFATE,2022,1,3,42183,2712
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2022,8,1,16050,1371
TRONADOR,MAR DEL PLATA,2021,11,9,70200,1733
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,8,3,49913,1721
DESIGN BUENOS AIRES,C.A.B.A.,2022,4,2,17061,1721
TRONADOR,MAR DEL PLATA,2021,1,4,67200,1721
TRONADOR,MAR DEL PLATA,2020,1,3,8100,1721
CABAÑAS PUERTO HAMLET,CARILÓ,2022,11,6,90972,1721
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,2,12,131865,1721
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,5,5,43335,1732
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2023,6,5,204525,1732
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,11,3,68040,4614
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2022,11,4,86400,1721
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,4,7,72360,1721
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,8,4,192390,1732
DESIGN SALTA,SALTA,2023,2,4,111169,1732
HOSTAL DEL SOL,SAN BERNARDO,2021,11,7,34849,1732
DESIGN BUENOS AIRES,C.A.B.A.,2023,6,3,49904,1732
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2021,3,4,16856,1732
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,7,7,155742,1732
LOS YÁMANAS,USHUAIA,2023,3,7,218295,1721
DESIGN CALAFATE,CALAFATE,2023,3,4,88972,1721
DESIGN BUENOS AIRES,C.A.B.A.,2023,4,2,33269,1721
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2023,10,5,111244,1732
CASEROS 248,CORDOBA,2022,11,5,88028,1732
DESIGN BUENOS AIRES,C.A.B.A.,2021,4,2,8672,1732
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2021,11,3,19314,1721
DESIGN CALAFATE,CALAFATE,2021,9,5,40490,1190
LOS YÁMANAS,USHUAIA,2021,9,3,31725,1190
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2020,3,1,2822,1732
PARADISO PLAYA,VALERIA DEL MAR,2023,1,8,244590,1732
PARADISO PLAYA,VALERIA DEL MAR,2024,1,7,1014834,1732
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,2,6,116100,1732
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,5,4,26775,1733
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,12,4,151710,1732
HOTEL DEL SOL,C.A.B.A.,2023,10,2,23600,1732
HOTEL DEL SOL,C.A.B.A.,2023,10,1,16660,1732
HOTEL DEL SOL,C.A.B.A.,2023,10,1,16660,1732
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,6,6,72000,1190
BAHÍA MANZANO RESORT,VILLA LA ANGOSTURA, NEUQUÉN,2022,6,6,72000,1190
LAS CUMBRES,SAN MARTÍN DE LOS ANDES,2020,3,7,20083,1150
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,12,3,107942,1732
AMÉRIAN CARLOS PAZ,VILLA CARLOS PAZ,2023,2,6,135000,1732
TRONADOR,MAR DEL PLATA,2023,8,2,50400,1190
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,4,6,58338,1190
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2022,8,2,29222,1721
MÉRIT - PUERTO IGUAZÚ,PUERTO IGUAZÚ - MISIONES,2022,8,3,43833,1721
DESIGN CALAFATE,CALAFATE,2023,10,4,169667,1732
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,3,7,136220,1721
PARADISO PLAYA,VALERIA DEL MAR,2021,10,3,13557,1721
DESIGN CALAFATE,CALAFATE,2022,4,5,73054,1732
TRONADOR,MAR DEL PLATA,2023,1,2,63800,1732
TRONADOR,MAR DEL PLATA,2023,11,2,46800,1732
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,10,4,133440,1721
RESIDENCIA SERRANA DE TANTI,TANTI - VILLA SANTA CRUZ DEL LAGO - CORDOBA,2023,9,1,43650,1721
DESIGN BUENOS AIRES,C.A.B.A.,2023,2,2,34304,1732
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2023,6,4,68096,1372
HOSTAL DEL SOL,SAN BERNARDO,2021,3,6,13230,1721
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2021,2,3,10974,1732
HOTEL DEL SOL,C.A.B.A.,2021,10,4,10696,1732
ALTOS DE BELGRANO,VILLA GENERAL BELGRANO (5194),2022,6,2,25110,1732
HOTEL PROVIDENCIA,GUAYMALLEN - MENDOZA,2023,8,1,13125,1732
HOTEL PROVIDENCIA,GUAYMALLEN - MENDOZA,2023,8,4,52500,1732
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2020,1,13,144787,5,1721
HOSTERÍA DEL CERRO,VILLA CATEDRAL, SAN CARLOS DE BARILOCHE,2020,1,13,162337,5,1721
TRONADOR,MAR DEL PLATA,2020,2,3,11424,1721
TRONADOR,MAR DEL PLATA,2020,2,3,11424,1721
TRONADOR,MAR DEL PLATA,2020,3,1,3808,1721
DESIGN BUENOS AIRES,C.A.B.A.,2022,7,2,15670,1721
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2023,5,4,84059,1732
HOTEL DEL SOL,C.A.B.A.,2023,9,2,34300,1732
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2020,2,14,80892,1190
LOS YÁMANAS,USHUAIA,2023,8,3,223493,1174
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,8,8,104172,1174
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,5,7,83633,1174
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,4,2,9983,1732
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,4,3,14974,1372
CABAÑAS PUERTO HAMLET,CARILÓ,2021,11,5,33490,1732
PREMIUM TOWER SUITES MENDOZA,MENDOZA,2022,2,5,34443,1180
VALERIA,VALERIA DEL MAR,2020,2,4,18000,1180
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2020,1,2,8506,1721
ALEJANDRO I,SALTA,2023,6,2,45920,1721
DESIGN BUENOS AIRES,C.A.B.A.,2023,6,3,55213,1721
HOTEL PRESIDENTE ****,ROSARIO - SANTA FE,2021,3,1,3689,1732
TRONADOR,MAR DEL PLATA,2023,2,4,97440,1721
AMÉRIAN - TUCUMÁN,SAN MIGUEL DE TUCUMÁN,2023,9,3,55024,1732
DESIGN CALAFATE,CALAFATE,2023,3,3,66729,1721
DESIGN CALAFATE,CALAFATE,2023,3,1,22243,1721
SOHO SUITES,SAN FRANCISCO,2022,10,1,7374,1721
HOTEL DEL SOL,C.A.B.A.,2023,5,3,24300,1721
CASEROS 248,CORDOBA,2023,3,1,15335,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,10,3,26953,1721
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,9,2,58080,1721
PURO MOCONA LODGE & SUITES,EL SOBERBIO, MISIONESTEL,2023,11,3,165546,1721
DESIGN BUENOS AIRES,C.A.B.A.,2023,5,3,49904,1732
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2023,6,4,87120,1733
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,10,3,26953,1733
HOWARD JOHNSON PLAZA BUENOS AIRES,C.A.B.A.,2022,6,3,14974,1733
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2023,2,2,52325,1733
PARADISO PLAYA,VALERIA DEL MAR,2020,2,2,10032,1721
CABAÑAS COIRÓN,VILLA GESELL,2023,1,7,147000,1732
CABAÑAS PUERTO HAMLET,CARILÓ,2023,7,5,162595,1732
ALEJANDRO I,SALTA,2023,8,4,113982,1180
ARENA RESORT HOTEL,FEDERACION, ENTRE RIOS,2020,2,8,31752,1732
PORTAL DEL IGUAZÚ,PUERTO IGUAZÚ,2022,11,2,40500,1170
DESIGN CALAFATE,CALAFATE,2023,5,3,58888,1170
DESIGN BARILOCHE,SAN CARLOS DE BARILOCHE,2023,10,4,249795,1170
TRONADOR,MAR DEL PLATA,2022,2,10,87000,1372
PORTASOL APART HOTEL,PINAMAR - MUELLE DE PINAMAR,2022,2,4,37719,1360
HOTEL DEL SOL,C.A.B.A.,2022,11,2,12600,1732
CABAÑAS PUERTO HAMLET,CARILÓ,2022,2,8,159376,1732
